,from,to
10731,1161,2378
10726,1161,3408
10725,1161,2863
10724,1161,1711
10723,1161,3634
10722,1161,3533
10721,1161,3616
10727,1161,2109
10719,1161,1998
10781,1162,3473
10787,1162,2559
10786,1162,4027
10785,1162,4952
10784,1162,4717
10783,1162,4650
10782,1162,4714
10780,1162,1855
10778,1162,1968
10777,1162,2832
10776,1162,2584
10775,1162,3062
10774,1162,2781
10773,1162,4051
10779,1162,4628
10788,1163,2904
10789,1163,2655
10790,1163,1331
10791,1163,4880
10792,1164,4604
10794,1165,1330
10793,1165,4840
10818,1166,4371
10817,1166,3507
10816,1166,5292
10815,1166,2371
10814,1166,4653
10813,1166,1749
10812,1166,4703
10811,1166,1444
10810,1166,4123
10808,1166,2882
10807,1166,2762
10809,1166,1253
10805,1166,4416
10804,1166,5363
10806,1166,3267
10803,1166,5330
10802,1166,4240
10801,1166,2378
10800,1166,2584
10799,1166,2601
10798,1166,3968
10797,1166,1763
10796,1166,1490
10795,1166,5144
10821,1167,2020
10822,1167,4199
10819,1167,1268
10820,1167,6592
10840,1168,1961
10841,1168,4827
10842,1168,3102
10853,1168,3345
10844,1168,4470
10845,1168,4867
10846,1168,5168
10848,1168,6941
10849,1168,4478
10850,1168,3970
10851,1168,1841
10852,1168,1268
10839,1168,2799
10847,1168,5165
10838,1168,3862
10843,1168,3948
10836,1168,5191
10823,1168,4207
10824,1168,2770
10825,1168,3222
10827,1168,3933
10828,1168,1499
10829,1168,5376
10826,1168,2787
10831,1168,2699
10832,1168,6733
10833,1168,4967
10834,1168,4942
10835,1168,3093
10830,1168,3126
10837,1168,4388
10854,1169,3606
10855,1169,2822
10861,1170,4586
10864,1170,4825
10863,1170,3897
10862,1170,3301
10859,1170,4416
10858,1170,2339
10857,1170,1751
10856,1170,2637
10860,1170,6322
10865,1171,4938
10866,1171,3325
10867,1171,5045
10868,1171,1461
10869,1171,1749
10871,1172,4700
10870,1172,3473
10872,1173,3526
10873,1174,2592
10874,1174,5325
10875,1174,4647
10876,1174,4969
10886,1175,2397
10884,1175,4388
10883,1175,1994
10882,1175,4932
10885,1175,2584
10880,1175,4553
10879,1175,1763
10878,1175,1889
10877,1175,3960
10881,1175,1536
10887,1176,4538
10888,1176,6336
10899,1177,4416
10898,1177,1452
10897,1177,1570
10896,1177,1223
10895,1177,4456
10891,1177,2882
10893,1177,1381
10892,1177,5349
10890,1177,2227
10889,1177,2625
10894,1177,2795
10900,1178,5342
10901,1178,4051
10902,1179,1749
10903,1180,4629
10904,1180,3611
10905,1181,4439
10906,1181,2975
10907,1181,5170
10908,1182,1371
10909,1182,6688
10910,1182,4862
10911,1182,1308
10921,1183,4004
10920,1183,4416
10919,1183,4692
10918,1183,2277
10917,1183,4016
10913,1183,1447
10915,1183,2004
10914,1183,3584
10912,1183,3888
10916,1183,1779
10922,1184,5919
10924,1185,1807
10923,1185,6295
10925,1186,4629
10941,1187,4416
10940,1187,2340
10939,1187,2490
10938,1187,4896
10937,1187,5329
10936,1187,1919
10934,1187,5084
10935,1187,2786
10932,1187,3697
10931,1187,1461
10930,1187,2853
10929,1187,2686
10928,1187,1786
10927,1187,3630
10926,1187,2078
10933,1187,3803
10942,1188,4543
10943,1188,1749
10944,1188,4837
10948,1189,4120
10947,1189,4641
10945,1189,4220
10946,1189,5297
10949,1190,1570
10950,1190,4255
10956,1191,5129
10951,1191,1889
10952,1191,3079
10953,1191,3650
10954,1191,2526
10955,1191,4606
10968,1192,1269
10969,1192,1512
10970,1192,4797
10967,1192,5432
10972,1192,3180
10973,1192,4267
10974,1192,1412
10971,1192,3246
10966,1192,1871
10957,1192,5082
10964,1192,5083
10958,1192,3783
10959,1192,2683
10960,1192,2991
10965,1192,4038
10962,1192,4265
10963,1192,1782
10961,1192,3048
10976,1193,3615
10977,1193,4707
10978,1193,2415
10979,1193,5233
10980,1193,5987
10981,1193,2082
10975,1193,3267
10982,1194,5113
10984,1195,1931
10983,1195,2424
10985,1196,4735
10986,1196,1660
10987,1196,2837
10988,1196,5143
10989,1196,6753
10990,1196,1622
10991,1196,6968
10992,1196,5390
10993,1197,3461
10994,1197,3748
10995,1197,4429
11005,1198,3847
11004,1198,2535
11003,1198,5195
11006,1198,3244
11002,1198,3746
10999,1198,4013
11000,1198,5085
10998,1198,2269
10997,1198,5652
10996,1198,1289
11001,1198,2040
11007,1199,4255
11008,1200,4663
11009,1200,2638
11010,1200,2410
11011,1200,2645
11012,1200,2822
11013,1201,2413
11014,1201,3226
11015,1201,4652
11016,1201,4518
11018,1202,5445
11017,1202,2826
11019,1203,1335
11020,1204,4941
11021,1204,4889
11022,1204,5559
11023,1204,3765
11024,1204,3384
11025,1204,5817
11026,1205,3275
11027,1205,4754
11028,1205,4520
11029,1206,3384
11030,1206,4434
11035,1207,4416
11034,1207,5403
11032,1207,4813
11031,1207,3185
11033,1207,2584
11036,1208,5111
11037,1208,2150
11038,1208,4964
11039,1208,3410
11040,1208,4475
11041,1208,1331
11042,1208,5443
11043,1208,2794
11044,1208,6169
11045,1208,1981
11046,1209,1662
11047,1209,5115
11049,1210,2216
11048,1210,7043
11050,1211,2726
11051,1211,4082
11052,1211,2411
11053,1211,3818
11054,1212,2867
11055,1212,5336
11067,1213,4584
11075,1213,5561
11074,1213,3861
11072,1213,5369
11071,1213,5083
11070,1213,4659
11069,1213,3866
11068,1213,5050
11066,1213,3697
11073,1213,2386
11064,1213,4520
11065,1213,1988
11056,1213,2625
11058,1213,3543
11059,1213,2425
11057,1213,3783
11061,1213,5128
11062,1213,1396
11063,1213,3424
11060,1213,4107
11090,1214,4503
11084,1214,2770
11088,1214,3120
11087,1214,5025
11086,1214,4283
11085,1214,6851
11083,1214,2845
11089,1214,4896
11081,1214,5333
11080,1214,4270
11079,1214,1745
11078,1214,4998
11077,1214,5389
11076,1214,2594
11082,1214,1699
11091,1215,5223
11124,1216,4252
11123,1216,7104
11122,1216,1617
11118,1216,2886
11120,1216,5117
11119,1216,2288
11125,1216,5219
11117,1216,2660
11121,1216,4165
11126,1216,5072
11130,1216,3433
11128,1216,1573
11129,1216,3425
11131,1216,5428
11132,1216,4812
11133,1216,4444
11134,1216,4442
11135,1216,3258
11136,1216,3260
11116,1216,2303
11127,1216,6393
11115,1216,6798
11098,1216,5541
11113,1216,4998
11092,1216,4491
11093,1216,2457
11094,1216,6587
11095,1216,5083
11096,1216,1311
11097,1216,6586
11099,1216,2007
11100,1216,1858
11101,1216,5013
11102,1216,4675
11104,1216,3600
11105,1216,3271
11106,1216,5237
11107,1216,2340
11108,1216,2053
11109,1216,3506
11110,1216,3109
11111,1216,3857
11112,1216,3095
11103,1216,2836
11114,1216,7095
11140,1217,7103
11141,1217,2457
11138,1217,3213
11137,1217,2194
11139,1217,4266
11142,1218,2023
11143,1218,4998
11144,1218,5374
11145,1218,4796
11146,1218,2637
11153,1219,1830
11152,1219,4752
11150,1219,4400
11151,1219,5137
11148,1219,1512
11147,1219,1763
11149,1219,3226
11154,1220,6352
11155,1220,1444
11156,1220,1300
11157,1220,2728
11158,1220,5192
11159,1220,3395
11165,1221,5206
11166,1221,1622
11163,1221,4296
11164,1221,3002
11162,1221,3707
11161,1221,5291
11160,1221,4507
11167,1222,4416
11176,1223,4499
11174,1223,4495
11173,1223,3460
11172,1223,6117
11175,1223,2007
11170,1223,6900
11169,1223,4475
11168,1223,4998
11171,1223,2645
11177,1224,1754
11178,1224,2749
11179,1224,1749
11180,1224,5144
11189,1225,5396
11194,1225,2968
11192,1225,4740
11191,1225,4942
11190,1225,2004
11188,1225,1889
11193,1225,5003
11186,1225,5445
11185,1225,4356
11184,1225,3500
11183,1225,5349
11182,1225,4714
11187,1225,2645
11181,1225,1717
11195,1226,3061
11199,1227,4893
11198,1227,1814
11196,1227,3098
11197,1227,4434
11200,1228,1749
11201,1229,4740
11202,1229,2882
11203,1229,5349
11205,1230,2362
11204,1230,2278
11206,1230,5434
11207,1230,3970
11208,1231,3628
11209,1231,1749
11212,1232,5827
11211,1232,2584
11210,1232,1349
11213,1233,3943
11214,1234,2526
11215,1234,4207
11216,1234,5619
11217,1234,4416
11218,1234,1981
11219,1235,3628
11220,1236,2257
11221,1236,4983
11222,1237,5400
11226,1238,5095
11225,1238,4469
11223,1238,1636
11227,1238,3228
11224,1238,1763
11228,1238,4700
11229,1239,2267
11230,1240,1464
11231,1241,5056
11232,1241,4543
11233,1241,1302
11234,1241,5335
11235,1241,2020
11236,1241,2060
11237,1242,2405
11238,1242,4416
11239,1242,1386
11240,1242,5020
11241,1242,5124
11242,1242,2584
11243,1242,5161
11247,1243,3132
11246,1243,1749
11248,1243,2605
11244,1243,3935
11245,1243,5069
11249,1244,3118
11250,1245,6954
11251,1246,5349
11252,1247,2411
11253,1247,3412
11254,1247,4685
11255,1247,3504
11256,1248,1577
11257,1249,1304
11276,1250,2548
11275,1250,4428
11274,1250,1844
11273,1250,5106
11272,1250,1596
11271,1250,3997
11270,1250,2643
11269,1250,3579
11268,1250,4252
11258,1250,5256
11266,1250,3419
11265,1250,2512
11264,1250,2410
11263,1250,2867
11262,1250,2551
11261,1250,2308
11260,1250,3172
11259,1250,2719
11267,1250,2397
11277,1251,5011
11278,1252,2971
11279,1252,4321
11299,1253,2134
11300,1253,3652
11301,1253,4162
11302,1253,4653
11303,1253,4123
11304,1253,3615
11305,1253,2415
11298,1253,5363
11307,1253,4004
11309,1253,3874
11310,1253,3275
11311,1253,3109
11312,1253,3507
11313,1253,1873
11306,1253,2919
11297,1253,2665
11308,1253,5233
11295,1253,4583
11280,1253,5144
11281,1253,1490
11282,1253,1801
11283,1253,3897
11284,1253,1381
11296,1253,1363
11285,1253,1510
11286,1253,3889
11288,1253,5211
11289,1253,1737
11290,1253,5194
11291,1253,7013
11292,1253,3443
11293,1253,1565
11294,1253,1942
11287,1253,1577
11314,1254,7090
11318,1255,3990
11317,1255,3531
11315,1255,2818
11316,1255,3793
11319,1256,4416
11320,1256,3093
11321,1256,5069
11322,1256,5011
11323,1256,1749
11324,1257,1785
11325,1258,5420
11339,1259,1928
11340,1259,2457
11341,1259,4541
11342,1259,1907
11343,1259,4680
11348,1259,1558
11345,1259,4795
11346,1259,2862
11347,1259,3141
11349,1259,3461
11344,1259,1934
11338,1259,4860
11332,1259,5305
11336,1259,4474
11337,1259,4150
11326,1259,3368
11327,1259,5822
11329,1259,5360
11330,1259,1750
11328,1259,3799
11333,1259,5184
11334,1259,5135
11335,1259,5146
11331,1259,1751
11350,1260,4658
11362,1261,4182
11358,1261,1582
11361,1261,1692
11360,1261,3419
11359,1261,2236
11357,1261,1408
11353,1261,4481
11355,1261,3230
11354,1261,1749
11352,1261,3021
11351,1261,4998
11356,1261,5182
11363,1262,3862
11364,1262,2857
11365,1263,1516
11370,1264,2584
11369,1264,2131
11368,1264,1339
11367,1264,4027
11366,1264,2234
11371,1265,5308
11372,1265,4819
11373,1265,3531
11374,1266,5199
11375,1267,4416
11408,1268,2236
11407,1268,1912
11406,1268,4469
11405,1268,3857
11401,1268,2699
11402,1268,3953
11409,1268,4948
11400,1268,1407
11403,1268,4388
11410,1268,3559
11413,1268,6882
11412,1268,5170
11399,1268,4620
11414,1268,4126
11415,1268,6203
11416,1268,1975
11417,1268,1841
11418,1268,1483
11419,1268,1502
11420,1268,1633
11411,1268,3560
11398,1268,3093
11404,1268,2060
11396,1268,4720
11376,1268,5308
11397,1268,1507
11378,1268,4374
11379,1268,3767
11380,1268,1433
11381,1268,5360
11382,1268,4207
11383,1268,2472
11384,1268,2770
11385,1268,3391
11377,1268,4640
11387,1268,4416
11388,1268,1257
11389,1268,5052
11390,1268,4888
11391,1268,3500
11392,1268,2967
11393,1268,2052
11394,1268,4606
11395,1268,2951
11386,1268,1597
11428,1269,2745
11427,1269,1421
11426,1269,1749
11425,1269,3975
11423,1269,3119
11422,1269,5432
11421,1269,3543
11424,1269,4085
11429,1270,5052
11430,1270,1815
11431,1270,5130
11432,1270,3489
11433,1270,6597
11434,1270,4604
11435,1270,5076
11438,1271,4416
11436,1271,2645
11437,1271,3473
11439,1271,3628
11440,1272,4416
11441,1273,4183
11442,1274,2505
11443,1274,4769
11444,1274,2731
11445,1275,2584
11462,1276,4143
11461,1276,4647
11460,1276,4379
11459,1276,5265
11457,1276,1958
11456,1276,4827
11455,1276,2842
11454,1276,1678
11458,1276,6756
11452,1276,1786
11451,1276,3761
11450,1276,1889
11449,1276,5445
11448,1276,2795
11447,1276,5170
11446,1276,2637
11453,1276,6731
11463,1277,4998
11467,1278,4836
11466,1278,2041
11465,1278,3771
11464,1278,1368
11468,1279,4003
11469,1280,4587
11470,1280,5718
11471,1280,2878
11472,1280,6731
11473,1280,5236
11479,1281,2313
11481,1281,2568
11478,1281,5519
11480,1281,5236
11476,1281,6546
11475,1281,6645
11474,1281,4720
11477,1281,3434
11482,1282,6531
11483,1283,4821
11484,1283,4890
11485,1283,4199
11499,1284,5084
11497,1284,3418
11496,1284,5396
11495,1284,3771
11494,1284,4680
11493,1284,5203
11498,1284,4416
11491,1284,3970
11490,1284,4568
11489,1284,4478
11488,1284,6396
11487,1284,4976
11486,1284,2315
11492,1284,2584
11500,1285,4626
11501,1285,1331
11502,1286,2859
11503,1287,2020
11504,1287,6794
11505,1287,4902
11508,1288,2128
11506,1288,4998
11507,1288,3226
11522,1289,4994
11531,1289,2700
11530,1289,3110
11529,1289,4143
11528,1289,3109
11527,1289,3362
11526,1289,4416
11525,1289,4483
11524,1289,1749
11523,1289,6522
11521,1289,2378
11512,1289,5033
11519,1289,3132
11518,1289,2031
11517,1289,3473
11516,1289,1363
11515,1289,2804
11514,1289,4991
11513,1289,2584
11520,1289,4472
11511,1289,2686
11510,1289,1396
11509,1289,1380
11532,1290,1749
11533,1291,5351
11534,1292,6933
11535,1292,2683
11536,1292,1372
11537,1292,5156
11538,1292,6434
11539,1293,4998
11554,1294,5310
11553,1294,4572
11555,1294,5278
11551,1294,3918
11550,1294,1944
11549,1294,3342
11548,1294,1928
11552,1294,5307
11546,1294,2128
11540,1294,2786
11541,1294,3440
11542,1294,7109
11547,1294,5250
11544,1294,3226
11545,1294,2082
11543,1294,3302
11557,1295,2584
11556,1295,1749
11558,1296,5424
11559,1296,3800
11560,1296,5291
11561,1296,1782
11562,1297,2823
11563,1297,1577
11567,1298,3818
11566,1298,4416
11565,1298,1749
11564,1298,4035
11568,1299,2308
11569,1299,1393
11570,1299,3403
11571,1299,5170
11575,1300,3890
11572,1300,5123
11573,1300,6352
11574,1300,2728
11576,1300,1444
11577,1300,3683
11578,1300,1959
11579,1300,5192
11580,1300,3316
11581,1300,3395
11582,1301,3828
11586,1302,2632
11585,1302,5335
11584,1302,2799
11583,1302,5056
11595,1303,2868
11594,1303,1242
11592,1303,3633
11591,1303,1522
11593,1303,5115
11589,1303,4002
11588,1303,3634
11587,1303,4668
11590,1303,2786
11603,1304,2575
11607,1304,4193
11606,1304,3977
11605,1304,3051
11604,1304,4722
11602,1304,3854
11601,1304,7096
11600,1304,5389
11599,1304,3488
11598,1304,2548
11597,1304,3999
11596,1304,2880
11608,1305,1393
11609,1306,3960
11610,1306,4630
11611,1306,2004
11612,1306,7065
11613,1306,5229
11614,1306,1319
11615,1306,4403
11616,1307,3968
11617,1307,4311
11619,1308,1371
11618,1308,4487
11620,1309,3793
11621,1310,2194
11622,1310,5163
11623,1310,5190
11624,1310,4160
11625,1310,5069
11626,1310,4207
11641,1311,3476
11642,1311,1749
11643,1311,2305
11644,1311,2842
11648,1311,4143
11646,1311,5159
11647,1311,4956
11640,1311,6756
11649,1311,5832
11645,1311,4071
11639,1311,4950
11636,1311,4416
11637,1311,2637
11635,1311,2611
11634,1311,2463
11633,1311,3148
11632,1311,3621
11631,1311,3842
11630,1311,5005
11629,1311,1513
11628,1311,3368
11627,1311,4794
11638,1311,5123
11650,1312,5330
11651,1313,4069
11654,1314,4712
11652,1314,4365
11653,1314,4416
11655,1315,4603
11656,1315,4416
11657,1315,2509
11658,1315,4928
11659,1315,2822
11660,1315,5137
11661,1316,4348
11662,1316,2590
11664,1317,1410
11663,1317,2726
11665,1317,3146
11678,1318,4150
11679,1318,4505
11680,1318,3391
11681,1318,4584
11685,1318,1892
11683,1318,3407
11684,1318,4625
11677,1318,4002
11682,1318,2371
11676,1318,1885
11672,1318,3104
11674,1318,2378
11673,1318,4339
11671,1318,1361
11670,1318,4803
11669,1318,5033
11668,1318,2780
11667,1318,5460
11666,1318,2625
11675,1318,2616
11692,1319,3858
11695,1319,2521
11694,1319,3079
11693,1319,2739
11691,1319,4020
11686,1319,2637
11689,1319,2859
11688,1319,2036
11687,1319,5146
11690,1319,1736
11696,1320,3706
11697,1320,5219
11698,1320,4199
11699,1321,4973
11705,1322,3842
11703,1322,5284
11704,1322,5273
11701,1322,2842
11700,1322,1958
11702,1322,4387
11715,1323,3933
11706,1323,2823
11707,1323,5424
11708,1323,5119
11709,1323,3362
11710,1323,5389
11711,1323,5232
11712,1323,5415
11713,1323,2853
11714,1323,5195
11716,1323,4937
11721,1324,3101
11722,1324,2135
11720,1324,6735
11719,1324,6815
11718,1324,3473
11717,1324,2784
11723,1325,4720
11724,1325,6154
11725,1325,2411
11726,1325,2208
11727,1325,5236
11728,1325,2313
11729,1326,5974
11741,1327,3127
11740,1327,2216
11739,1327,936
11738,1327,2019
11737,1327,3008
11736,1327,1540
11733,1327,4678
11734,1327,1538
11732,1327,1779
11731,1327,2989
11730,1327,4602
11735,1327,7042
11748,1328,2584
11751,1328,1380
11750,1328,4416
11749,1328,3374
11747,1328,3818
11746,1328,3012
11745,1328,3226
11744,1328,2353
11743,1328,4976
11742,1328,1749
11752,1329,3560
11753,1329,4998
11754,1329,5349
11755,1329,3891
11756,1330,3463
11757,1330,5229
11775,1331,2720
11776,1331,3271
11777,1331,4162
11778,1331,4695
11779,1331,4111
11780,1331,224
11785,1331,5062
11782,1331,4543
11783,1331,1394
11784,1331,4942
11774,1331,4521
11786,1331,3199
11781,1331,5185
11773,1331,1569
11787,1331,2054
11771,1331,371
11772,1331,4934
11758,1331,2932
11759,1331,5311
11760,1331,3511
11761,1331,6505
11763,1331,2457
11762,1331,2706
11765,1331,2954
11766,1331,3334
11767,1331,3316
11768,1331,2135
11769,1331,2245
11770,1331,3559
11764,1331,2904
11794,1332,2208
11796,1332,4321
11795,1332,2686
11793,1332,7003
11789,1332,5349
11791,1332,3226
11790,1332,1749
11788,1332,4754
11792,1332,1855
11797,1333,6876
11798,1333,5315
11808,1334,4008
11814,1334,5281
11812,1334,2808
11811,1334,3460
11810,1334,5391
11809,1334,5242
11807,1334,3233
11813,1334,5392
11805,1334,4663
11799,1334,3897
11800,1334,4052
11801,1334,3254
11806,1334,3819
11803,1334,4514
11804,1334,2404
11802,1334,3048
11827,1335,4829
11826,1335,5436
11825,1335,7040
11824,1335,3536
11823,1335,4412
11822,1335,3065
11820,1335,3959
11819,1335,1827
11828,1335,4712
11817,1335,3968
11816,1335,6173
11815,1335,3743
11821,1335,6645
11818,1335,5313
11831,1336,2918
11830,1336,2295
11829,1336,2348
11839,1337,4829
11832,1337,2112
11833,1337,2623
11834,1337,4998
11835,1337,2272
11836,1337,4778
11837,1337,1973
11838,1337,3384
11840,1337,1749
11841,1338,3003
11845,1339,6764
11844,1339,5425
11842,1339,4652
11843,1339,2853
11850,1340,3239
11851,1340,3761
11849,1340,4976
11852,1340,4068
11847,1340,3299
11846,1340,4299
11848,1340,5364
11853,1340,4287
11860,1341,5151
11859,1341,4084
11858,1341,6275
11856,1341,7118
11857,1341,5087
11855,1341,3722
11854,1341,5237
11861,1342,2645
11862,1342,3226
11863,1342,4740
11864,1342,5190
11865,1343,2716
11866,1344,1763
11867,1344,4416
11868,1345,5188
11869,1346,1406
11870,1346,4652
11871,1346,3376
11874,1347,5275
11873,1347,6775
11872,1347,4673
11875,1348,2686
11876,1348,4167
11877,1349,2584
11878,1350,2287
11879,1350,5308
11880,1350,4167
11881,1350,3981
11882,1351,2429
11883,1351,4149
11884,1351,4416
11885,1352,4017
11886,1352,3226
11887,1353,1519
11892,1354,3943
11891,1354,4416
11890,1354,1749
11888,1354,4027
11889,1354,2645
11893,1355,1749
11894,1355,4026
11898,1356,2888
11897,1356,4399
11899,1356,3881
11895,1356,2278
11896,1356,3467
11900,1357,5144
11901,1357,5426
11902,1357,1763
11903,1357,4586
11904,1357,2951
11905,1357,1889
11906,1357,5442
11907,1357,1855
11908,1357,5558
11909,1357,4622
11910,1358,4416
11911,1359,4740
11912,1359,3646
11913,1359,4416
11914,1359,4606
11915,1360,1512
11916,1361,3463
11917,1361,1516
11918,1361,3567
11919,1361,4138
11920,1361,1794
11921,1361,3560
11923,1362,4700
11922,1362,4844
11942,1363,2378
11943,1363,2915
11944,1363,5379
11945,1363,5355
11946,1363,4171
11947,1363,1749
11948,1363,3528
11957,1363,2463
11949,1363,3697
11951,1363,2515
11952,1363,3820
11953,1363,3132
11954,1363,4449
11955,1363,3487
11956,1363,5150
11950,1363,5123
11941,1363,2759
11924,1363,2848
11939,1363,5330
11925,1363,1905
11926,1363,4998
11927,1363,2801
11929,1363,3441
11930,1363,6085
11931,1363,2131
11928,1363,3275
11933,1363,2222
11934,1363,1673
11935,1363,3621
11936,1363,5048
11937,1363,3764
11938,1363,6622
11932,1363,2573
11940,1363,5069
11958,1364,2309
11959,1364,4950
11963,1365,4416
11960,1365,2637
11961,1365,7122
11962,1365,2842
11966,1366,5952
11964,1366,3600
11965,1366,4367
11967,1367,2043
11968,1367,1585
11969,1367,4718
11976,1368,6406
11978,1368,1599
11977,1368,4805
11975,1368,2757
11974,1368,3557
11973,1368,3812
11972,1368,2776
11971,1368,4879
11970,1368,1776
11979,1369,2345
11985,1370,4520
11984,1370,5445
11983,1370,4740
11986,1370,4416
11981,1370,1889
11980,1370,2378
11982,1370,3427
11987,1370,2966
11993,1371,4510
11994,1371,4686
11992,1371,5246
11991,1371,3626
11990,1371,3827
11989,1371,2640
11988,1371,2079
12006,1372,2969
12004,1372,3810
12003,1372,3985
12002,1372,5228
12001,1372,3407
12005,1372,4014
11999,1372,3889
11998,1372,6986
11997,1372,6796
11996,1372,2219
11995,1372,1510
12000,1372,3467
12012,1373,4416
12011,1373,5212
12010,1373,5278
12008,1373,4836
12007,1373,2378
12009,1373,1930
12021,1374,4092
12026,1374,3408
12025,1374,5165
12024,1374,5443
12023,1374,1483
12022,1374,5148
12020,1374,1786
12016,1374,3981
12018,1374,4199
12017,1374,3765
12015,1374,1381
12014,1374,4051
12013,1374,2970
12019,1374,2172
12027,1375,1889
12028,1375,5396
12036,1376,6138
12035,1376,4277
12034,1376,1817
12033,1376,2943
12030,1376,4659
12031,1376,3857
12029,1376,4733
12032,1376,2195
12042,1377,1973
12044,1377,2521
12043,1377,4547
12041,1377,2381
12040,1377,1854
12039,1377,3844
12038,1377,5364
12037,1377,2137
12045,1378,1749
12046,1379,5360
12057,1380,2397
12055,1380,4733
12054,1380,4027
12053,1380,1749
12052,1380,2584
12056,1380,2964
12050,1380,4460
12049,1380,4965
12048,1380,3363
12047,1380,2736
12051,1380,3441
12103,1381,1921
12102,1381,4839
12101,1381,1681
12100,1381,5164
12099,1381,3518
12098,1381,4470
12096,1381,4314
